"Genotype","pop","Loc","Row","Column","rep","Plot_RC_ID","Year","co_loc","tr_coni"
NA,NA,"GDR_18_1","5","49","1","GDR_18_1_R5N49",2017,NA,NA
NA,NA,"GDR_18_1","5","49","2","GDR_18_1_R5N49",2017,NA,NA
NA,NA,"GDR_18_1","5","49","3","GDR_18_1_R5N49",2017,NA,NA
NA,NA,"GDR_18_1","5","5","1","GDR_18_1_R5N5",2017,NA,NA
NA,NA,"GDR_18_1","5","5","2","GDR_18_1_R5N5",2017,NA,NA
NA,NA,"GDR_18_1","5","5","3","GDR_18_1_R5N5",2017,NA,NA
NA,NA,"GDR_18_1","5","50","1","GDR_18_1_R5N50",2017,NA,NA
NA,NA,"GDR_18_1","5","50","2","GDR_18_1_R5N50",2017,NA,NA
NA,NA,"GDR_18_1","5","50","3","GDR_18_1_R5N50",2017,NA,NA
NA,NA,"GDR_18_1","5","6","1","GDR_18_1_R5N6",2017,NA,NA
NA,NA,"GDR_18_1","5","6","2","GDR_18_1_R5N6",2017,NA,NA
NA,NA,"GDR_18_1","5","6","3","GDR_18_1_R5N6",2017,NA,NA
"FBR2N101","gxr","GDR_18_1","5","7","1","GDR_18_1_R5N7",2017,0,0.010980392
"FBR2N101","gxr","GDR_18_1","5","7","2","GDR_18_1_R5N7",2017,0,0.011031746
"FBR2N101","gxr","GDR_18_1","5","7","3","GDR_18_1_R5N7",2017,0,0.010180723
"FBR2N102","gxr","GDR_18_1","5","8","1","GDR_18_1_R5N8",2017,0,0.007518248
"FBR2N102","gxr","GDR_18_1","5","8","2","GDR_18_1_R5N8",2017,0,0.008201893
"FBR2N102","gxr","GDR_18_1","5","8","3","GDR_18_1_R5N8",2017,0,0.007790262
NA,NA,"GDR_18_1","5","9","1","GDR_18_1_R5N9",2017,NA,NA
NA,NA,"GDR_18_1","5","9","2","GDR_18_1_R5N9",2017,NA,NA
NA,NA,"GDR_18_1","5","9","3","GDR_18_1_R5N9",2017,NA,NA
NA,NA,"GDR_18_1","6","1","1","GDR_18_1_R6N1",2017,NA,NA
NA,NA,"GDR_18_1","6","1","2","GDR_18_1_R6N1",2017,NA,NA
NA,NA,"GDR_18_1","6","1","3","GDR_18_1_R6N1",2017,NA,NA
NA,NA,"GDR_18_1","6","10","1","GDR_18_1_R6N10",2017,NA,NA
NA,NA,"GDR_18_1","6","10","2","GDR_18_1_R6N10",2017,NA,NA
NA,NA,"GDR_18_1","6","10","3","GDR_18_1_R6N10",2017,NA,NA
NA,NA,"GDR_18_1","6","11","1","GDR_18_1_R6N11",2017,NA,NA
NA,NA,"GDR_18_1","6","11","2","GDR_18_1_R6N11",2017,NA,NA
NA,NA,"GDR_18_1","6","11","3","GDR_18_1_R6N11",2017,NA,NA
NA,NA,"GDR_18_1","6","12","1","GDR_18_1_R6N12",2017,NA,NA
NA,NA,"GDR_18_1","6","12","2","GDR_18_1_R6N12",2017,NA,NA
NA,NA,"GDR_18_1","6","12","3","GDR_18_1_R6N12",2017,NA,NA
"FBR3N52","gxr","GDR_18_1","6","13","1","GDR_18_1_R6N13",2017,0,0.010521739
"FBR3N52","gxr","GDR_18_1","6","13","2","GDR_18_1_R6N13",2017,0,0.010686567
"FBR3N52","gxr","GDR_18_1","6","13","3","GDR_18_1_R6N13",2017,0,0.010130719
NA,NA,"GDR_18_1","6","14","1","GDR_18_1_R6N14",2017,NA,NA
NA,NA,"GDR_18_1","6","14","2","GDR_18_1_R6N14",2017,NA,NA
NA,NA,"GDR_18_1","6","14","3","GDR_18_1_R6N14",2017,NA,NA
NA,NA,"GDR_18_1","6","15","1","GDR_18_1_R6N15",2017,NA,NA
NA,NA,"GDR_18_1","6","15","2","GDR_18_1_R6N15",2017,NA,NA
NA,NA,"GDR_18_1","6","15","3","GDR_18_1_R6N15",2017,NA,NA
"FBR3N55","gxr","GDR_18_1","6","16","1","GDR_18_1_R6N16",2017,0,0.008895706
"FBR3N55","gxr","GDR_18_1","6","16","2","GDR_18_1_R6N16",2017,0,0.010202899
"FBR3N55","gxr","GDR_18_1","6","16","3","GDR_18_1_R6N16",2017,0,0.010308642
NA,NA,"GDR_18_1","6","17","1","GDR_18_1_R6N17",2017,NA,NA
NA,NA,"GDR_18_1","6","17","2","GDR_18_1_R6N17",2017,NA,NA
NA,NA,"GDR_18_1","6","17","3","GDR_18_1_R6N17",2017,NA,NA
"FBR3N57","gxr","GDR_18_1","6","18","1","GDR_18_1_R6N18",2017,0,0.010642202
"FBR3N57","gxr","GDR_18_1","6","18","2","GDR_18_1_R6N18",2017,0,0.01188755
"FBR3N57","gxr","GDR_18_1","6","18","3","GDR_18_1_R6N18",2017,0,0.012248062
NA,NA,"GDR_18_1","6","19","1","GDR_18_1_R6N19",2017,NA,NA
NA,NA,"GDR_18_1","6","19","2","GDR_18_1_R6N19",2017,NA,NA
NA,NA,"GDR_18_1","6","19","3","GDR_18_1_R6N19",2017,NA,NA
"FBR3N41","gxr","GDR_18_1","6","2","1","GDR_18_1_R6N2",2017,1,0.008909953
"FBR3N41","gxr","GDR_18_1","6","2","2","GDR_18_1_R6N2",2017,1,0.010747664
"FBR3N41","gxr","GDR_18_1","6","2","3","GDR_18_1_R6N2",2017,1,0.010650407
"FBR3N59","gxr","GDR_18_1","6","20","1","GDR_18_1_R6N20",2017,0,0.005890411
"FBR3N59","gxr","GDR_18_1","6","20","2","GDR_18_1_R6N20",2017,0,0.009405099
"FBR3N59","gxr","GDR_18_1","6","20","3","GDR_18_1_R6N20",2017,0,0.008654971
"FBR3N60","gxr","GDR_18_1","6","21","1","GDR_18_1_R6N21",2017,1,0.00832618
"FBR3N60","gxr","GDR_18_1","6","21","2","GDR_18_1_R6N21",2017,1,0.008770492
"FBR3N60","gxr","GDR_18_1","6","21","3","GDR_18_1_R6N21",2017,1,0.010131004
"FBR3N61","gxr","GDR_18_1","6","22","1","GDR_18_1_R6N22",2017,1,0.010481283
"FBR3N61","gxr","GDR_18_1","6","22","2","GDR_18_1_R6N22",2017,1,0.012639405
"FBR3N61","gxr","GDR_18_1","6","22","3","GDR_18_1_R6N22",2017,1,NA
NA,NA,"GDR_18_1","6","23","1","GDR_18_1_R6N23",2017,NA,NA
NA,NA,"GDR_18_1","6","23","2","GDR_18_1_R6N23",2017,NA,NA
NA,NA,"GDR_18_1","6","23","3","GDR_18_1_R6N23",2017,NA,NA
"FBR3N63","gxr","GDR_18_1","6","24","1","GDR_18_1_R6N24",2017,0,0.008948949
"FBR3N63","gxr","GDR_18_1","6","24","2","GDR_18_1_R6N24",2017,0,0.010572391
"FBR3N63","gxr","GDR_18_1","6","24","3","GDR_18_1_R6N24",2017,0,0.008902439
NA,NA,"GDR_18_1","6","25","1","GDR_18_1_R6N25",2017,NA,NA
NA,NA,"GDR_18_1","6","25","2","GDR_18_1_R6N25",2017,NA,NA
NA,NA,"GDR_18_1","6","25","3","GDR_18_1_R6N25",2017,NA,NA
NA,NA,"GDR_18_1","6","26","1","GDR_18_1_R6N26",2017,NA,NA
NA,NA,"GDR_18_1","6","26","2","GDR_18_1_R6N26",2017,NA,NA
NA,NA,"GDR_18_1","6","26","3","GDR_18_1_R6N26",2017,NA,NA
"FBR3N66","gxr","GDR_18_1","6","27","1","GDR_18_1_R6N27",2017,1,0.009761905
"FBR3N66","gxr","GDR_18_1","6","27","2","GDR_18_1_R6N27",2017,1,0.007476636
"FBR3N66","gxr","GDR_18_1","6","27","3","GDR_18_1_R6N27",2017,1,0.008510638
NA,NA,"GDR_18_1","6","28","1","GDR_18_1_R6N28",2017,NA,NA
NA,NA,"GDR_18_1","6","28","2","GDR_18_1_R6N28",2017,NA,NA
NA,NA,"GDR_18_1","6","28","3","GDR_18_1_R6N28",2017,NA,NA
NA,NA,"GDR_18_1","6","29","1","GDR_18_1_R6N29",2017,NA,NA
NA,NA,"GDR_18_1","6","29","2","GDR_18_1_R6N29",2017,NA,NA
NA,NA,"GDR_18_1","6","29","3","GDR_18_1_R6N29",2017,NA,NA
NA,NA,"GDR_18_1","6","3","1","GDR_18_1_R6N3",2017,NA,NA
NA,NA,"GDR_18_1","6","3","2","GDR_18_1_R6N3",2017,NA,NA
NA,NA,"GDR_18_1","6","3","3","GDR_18_1_R6N3",2017,NA,NA
"FBR3N69","gxr","GDR_18_1","6","30","1","GDR_18_1_R6N30",2017,0,0.0128125
"FBR3N69","gxr","GDR_18_1","6","30","2","GDR_18_1_R6N30",2017,0,0.010403226
"FBR3N69","gxr","GDR_18_1","6","30","3","GDR_18_1_R6N30",2017,0,0.01124498
NA,NA,"GDR_18_1","6","31","1","GDR_18_1_R6N31",2017,NA,NA
NA,NA,"GDR_18_1","6","31","2","GDR_18_1_R6N31",2017,NA,NA
NA,NA,"GDR_18_1","6","31","3","GDR_18_1_R6N31",2017,NA,NA
NA,NA,"GDR_18_1","6","32","1","GDR_18_1_R6N32",2017,NA,NA
NA,NA,"GDR_18_1","6","32","2","GDR_18_1_R6N32",2017,NA,NA
NA,NA,"GDR_18_1","6","32","3","GDR_18_1_R6N32",2017,NA,NA
"FBR3N72","gxr","GDR_18_1","6","33","1","GDR_18_1_R6N33",2017,0,0.004
"FBR3N72","gxr","GDR_18_1","6","33","2","GDR_18_1_R6N33",2017,0,0.003316583
"FBR3N72","gxr","GDR_18_1","6","33","3","GDR_18_1_R6N33",2017,0,0.004824903
"FBR3N73","gxr","GDR_18_1","6","34","1","GDR_18_1_R6N34",2017,0,0.004589041
"FBR3N73","gxr","GDR_18_1","6","34","2","GDR_18_1_R6N34",2017,0,0.006019417
"FBR3N73","gxr","GDR_18_1","6","34","3","GDR_18_1_R6N34",2017,0,0.004966443
NA,NA,"GDR_18_1","6","35","1","GDR_18_1_R6N35",2017,NA,NA
NA,NA,"GDR_18_1","6","35","2","GDR_18_1_R6N35",2017,NA,NA
NA,NA,"GDR_18_1","6","35","3","GDR_18_1_R6N35",2017,NA,NA
"FBR3N75","gxr","GDR_18_1","6","36","1","GDR_18_1_R6N36",2017,0,0.005422535
"FBR3N75","gxr","GDR_18_1","6","36","2","GDR_18_1_R6N36",2017,0,0.00483871
"FBR3N75","gxr","GDR_18_1","6","36","3","GDR_18_1_R6N36",2017,0,0.005144928
NA,NA,"GDR_18_1","6","37","1","GDR_18_1_R6N37",2017,NA,NA
NA,NA,"GDR_18_1","6","37","2","GDR_18_1_R6N37",2017,NA,NA
NA,NA,"GDR_18_1","6","37","3","GDR_18_1_R6N37",2017,NA,NA
"FBR3N77","gxr","GDR_18_1","6","38","1","GDR_18_1_R6N38",2017,0,0.009854015
"FBR3N77","gxr","GDR_18_1","6","38","2","GDR_18_1_R6N38",2017,0,0.009929078
"FBR3N77","gxr","GDR_18_1","6","38","3","GDR_18_1_R6N38",2017,0,0.010691244
"FBR3N78","gxr","GDR_18_1","6","39","1","GDR_18_1_R6N39",2017,1,0.014017094
"FBR3N78","gxr","GDR_18_1","6","39","2","GDR_18_1_R6N39",2017,1,0.011946903
"FBR3N78","gxr","GDR_18_1","6","39","3","GDR_18_1_R6N39",2017,1,0.012489796
NA,NA,"GDR_18_1","6","4","1","GDR_18_1_R6N4",2017,NA,NA
NA,NA,"GDR_18_1","6","4","2","GDR_18_1_R6N4",2017,NA,NA
NA,NA,"GDR_18_1","6","4","3","GDR_18_1_R6N4",2017,NA,NA
NA,NA,"GDR_18_1","6","40","1","GDR_18_1_R6N40",2017,NA,NA
NA,NA,"GDR_18_1","6","40","2","GDR_18_1_R6N40",2017,NA,NA
NA,NA,"GDR_18_1","6","40","3","GDR_18_1_R6N40",2017,NA,NA
"FBR3N80","gxr","GDR_18_1","6","41","1","GDR_18_1_R6N41",2017,0,0.01130137
"FBR3N80","gxr","GDR_18_1","6","41","2","GDR_18_1_R6N41",2017,0,0.012264808
"FBR3N80","gxr","GDR_18_1","6","41","3","GDR_18_1_R6N41",2017,0,0.011943463
"FBR3N81","gxr","GDR_18_1","6","42","1","GDR_18_1_R6N42",2017,0,0.010206897
"FBR3N81","gxr","GDR_18_1","6","42","2","GDR_18_1_R6N42",2017,0,0.01212766
"FBR3N81","gxr","GDR_18_1","6","42","3","GDR_18_1_R6N42",2017,0,0.006233766
"FBR3N82","gxr","GDR_18_1","6","43","1","GDR_18_1_R6N43",2017,1,0.013647059
"FBR3N82","gxr","GDR_18_1","6","43","2","GDR_18_1_R6N43",2017,1,0.011004785
"FBR3N82","gxr","GDR_18_1","6","43","3","GDR_18_1_R6N43",2017,1,0.011263158
NA,NA,"GDR_18_1","6","44","1","GDR_18_1_R6N44",2017,NA,NA
NA,NA,"GDR_18_1","6","44","2","GDR_18_1_R6N44",2017,NA,NA
NA,NA,"GDR_18_1","6","44","3","GDR_18_1_R6N44",2017,NA,NA
"FBR3N84","gxr","GDR_18_1","6","45","1","GDR_18_1_R6N45",2017,1,0.006538462
"FBR3N84","gxr","GDR_18_1","6","45","2","GDR_18_1_R6N45",2017,1,0.008343558
"FBR3N84","gxr","GDR_18_1","6","45","3","GDR_18_1_R6N45",2017,1,0.006557377
NA,NA,"GDR_18_1","6","46","1","GDR_18_1_R6N46",2017,NA,NA
NA,NA,"GDR_18_1","6","46","2","GDR_18_1_R6N46",2017,NA,NA
NA,NA,"GDR_18_1","6","46","3","GDR_18_1_R6N46",2017,NA,NA
NA,NA,"GDR_18_1","6","47","1","GDR_18_1_R6N47",2017,NA,NA
NA,NA,"GDR_18_1","6","47","2","GDR_18_1_R6N47",2017,NA,NA
NA,NA,"GDR_18_1","6","47","3","GDR_18_1_R6N47",2017,NA,NA
NA,NA,"GDR_18_1","6","48","1","GDR_18_1_R6N48",2017,NA,NA
NA,NA,"GDR_18_1","6","48","2","GDR_18_1_R6N48",2017,NA,NA
NA,NA,"GDR_18_1","6","48","3","GDR_18_1_R6N48",2017,NA,NA
NA,NA,"GDR_18_1","6","49","1","GDR_18_1_R6N49",2017,NA,NA
NA,NA,"GDR_18_1","6","49","2","GDR_18_1_R6N49",2017,NA,NA
NA,NA,"GDR_18_1","6","49","3","GDR_18_1_R6N49",2017,NA,NA
"FBR3N44","gxr","GDR_18_1","6","5","1","GDR_18_1_R6N5",2017,0,0.007722008
"FBR3N44","gxr","GDR_18_1","6","5","2","GDR_18_1_R6N5",2017,0,0.008763251
"FBR3N44","gxr","GDR_18_1","6","5","3","GDR_18_1_R6N5",2017,0,0.008464164
NA,NA,"GDR_18_1","6","50","1","GDR_18_1_R6N50",2017,NA,NA
NA,NA,"GDR_18_1","6","50","2","GDR_18_1_R6N50",2017,NA,NA
NA,NA,"GDR_18_1","6","50","3","GDR_18_1_R6N50",2017,NA,NA
"FBR3N45","gxr","GDR_18_1","6","6","1","GDR_18_1_R6N6",2017,0,0.008412698
"FBR3N45","gxr","GDR_18_1","6","6","2","GDR_18_1_R6N6",2017,0,0.008075472
"FBR3N45","gxr","GDR_18_1","6","6","3","GDR_18_1_R6N6",2017,0,0.008831169
NA,NA,"GDR_18_1","6","7","1","GDR_18_1_R6N7",2017,NA,NA
NA,NA,"GDR_18_1","6","7","2","GDR_18_1_R6N7",2017,NA,NA
NA,NA,"GDR_18_1","6","7","3","GDR_18_1_R6N7",2017,NA,NA
"FBR3N47","gxr","GDR_18_1","6","8","1","GDR_18_1_R6N8",2017,1,0.007392996
"FBR3N47","gxr","GDR_18_1","6","8","2","GDR_18_1_R6N8",2017,1,0.006787004
"FBR3N47","gxr","GDR_18_1","6","8","3","GDR_18_1_R6N8",2017,1,0.011
"FBR3N48","gxr","GDR_18_1","6","9","1","GDR_18_1_R6N9",2017,0,0.013159609
"FBR3N48","gxr","GDR_18_1","6","9","2","GDR_18_1_R6N9",2017,0,0.012427184
"FBR3N48","gxr","GDR_18_1","6","9","3","GDR_18_1_R6N9",2017,0,0.013856209
NA,NA,"GDR_18_1","7","1","1","GDR_18_1_R7N1",2017,NA,NA
NA,NA,"GDR_18_1","7","1","2","GDR_18_1_R7N1",2017,NA,NA
NA,NA,"GDR_18_1","7","1","3","GDR_18_1_R7N1",2017,NA,NA
NA,NA,"GDR_18_1","7","10","1","GDR_18_1_R7N10",2017,NA,NA
NA,NA,"GDR_18_1","7","10","2","GDR_18_1_R7N10",2017,NA,NA
NA,NA,"GDR_18_1","7","10","3","GDR_18_1_R7N10",2017,NA,NA
NA,NA,"GDR_18_1","7","11","1","GDR_18_1_R7N11",2017,NA,NA
NA,NA,"GDR_18_1","7","11","2","GDR_18_1_R7N11",2017,NA,NA
NA,NA,"GDR_18_1","7","11","3","GDR_18_1_R7N11",2017,NA,NA
NA,NA,"GDR_18_1","7","12","1","GDR_18_1_R7N12",2017,NA,NA
NA,NA,"GDR_18_1","7","12","2","GDR_18_1_R7N12",2017,NA,NA
NA,NA,"GDR_18_1","7","12","3","GDR_18_1_R7N12",2017,NA,NA
NA,NA,"GDR_18_1","7","13","1","GDR_18_1_R7N13",2017,NA,NA
NA,NA,"GDR_18_1","7","13","2","GDR_18_1_R7N13",2017,NA,NA
NA,NA,"GDR_18_1","7","13","3","GDR_18_1_R7N13",2017,NA,NA
NA,NA,"GDR_18_1","7","14","1","GDR_18_1_R7N14",2017,NA,NA
NA,NA,"GDR_18_1","7","14","2","GDR_18_1_R7N14",2017,NA,NA
NA,NA,"GDR_18_1","7","14","3","GDR_18_1_R7N14",2017,NA,NA
"FBR3N102","gxr","GDR_18_1","7","15","1","GDR_18_1_R7N15",2017,1,0.010186335
"FBR3N102","gxr","GDR_18_1","7","15","2","GDR_18_1_R7N15",2017,1,0.006804124
"FBR3N102","gxr","GDR_18_1","7","15","3","GDR_18_1_R7N15",2017,1,0.01
NA,NA,"GDR_18_1","7","16","1","GDR_18_1_R7N16",2017,NA,NA
NA,NA,"GDR_18_1","7","16","2","GDR_18_1_R7N16",2017,NA,NA
NA,NA,"GDR_18_1","7","16","3","GDR_18_1_R7N16",2017,NA,NA
"FBR3N104","gxr","GDR_18_1","7","17","1","GDR_18_1_R7N17",2017,0,0.008450704
"FBR3N104","gxr","GDR_18_1","7","17","2","GDR_18_1_R7N17",2017,0,0.007874564
"FBR3N104","gxr","GDR_18_1","7","17","3","GDR_18_1_R7N17",2017,0,0.007134146
NA,NA,"GDR_18_1","7","18","1","GDR_18_1_R7N18",2017,NA,NA
NA,NA,"GDR_18_1","7","18","2","GDR_18_1_R7N18",2017,NA,NA
NA,NA,"GDR_18_1","7","18","3","GDR_18_1_R7N18",2017,NA,NA
NA,NA,"GDR_18_1","7","19","1","GDR_18_1_R7N19",2017,NA,NA
NA,NA,"GDR_18_1","7","19","2","GDR_18_1_R7N19",2017,NA,NA
NA,NA,"GDR_18_1","7","19","3","GDR_18_1_R7N19",2017,NA,NA
NA,NA,"GDR_18_1","7","2","1","GDR_18_1_R7N2",2017,NA,NA
NA,NA,"GDR_18_1","7","2","2","GDR_18_1_R7N2",2017,NA,NA
NA,NA,"GDR_18_1","7","2","3","GDR_18_1_R7N2",2017,NA,NA
NA,NA,"GDR_18_1","7","20","1","GDR_18_1_R7N20",2017,NA,NA
NA,NA,"GDR_18_1","7","20","2","GDR_18_1_R7N20",2017,NA,NA
NA,NA,"GDR_18_1","7","20","3","GDR_18_1_R7N20",2017,NA,NA
NA,NA,"GDR_18_1","7","21","1","GDR_18_1_R7N21",2017,NA,NA
NA,NA,"GDR_18_1","7","21","2","GDR_18_1_R7N21",2017,NA,NA
NA,NA,"GDR_18_1","7","21","3","GDR_18_1_R7N21",2017,NA,NA
NA,NA,"GDR_18_1","7","22","1","GDR_18_1_R7N22",2017,NA,NA
NA,NA,"GDR_18_1","7","22","2","GDR_18_1_R7N22",2017,NA,NA
NA,NA,"GDR_18_1","7","22","3","GDR_18_1_R7N22",2017,NA,NA
NA,NA,"GDR_18_1","7","23","1","GDR_18_1_R7N23",2017,NA,NA
NA,NA,"GDR_18_1","7","23","2","GDR_18_1_R7N23",2017,NA,NA
NA,NA,"GDR_18_1","7","23","3","GDR_18_1_R7N23",2017,NA,NA
NA,NA,"GDR_18_1","7","24","1","GDR_18_1_R7N24",2017,NA,NA
NA,NA,"GDR_18_1","7","24","2","GDR_18_1_R7N24",2017,NA,NA
NA,NA,"GDR_18_1","7","24","3","GDR_18_1_R7N24",2017,NA,NA
NA,NA,"GDR_18_1","7","25","1","GDR_18_1_R7N25",2017,NA,NA
NA,NA,"GDR_18_1","7","25","2","GDR_18_1_R7N25",2017,NA,NA
NA,NA,"GDR_18_1","7","25","3","GDR_18_1_R7N25",2017,NA,NA
NA,NA,"GDR_18_1","7","26","1","GDR_18_1_R7N26",2017,NA,NA
NA,NA,"GDR_18_1","7","26","2","GDR_18_1_R7N26",2017,NA,NA
NA,NA,"GDR_18_1","7","26","3","GDR_18_1_R7N26",2017,NA,NA
NA,NA,"GDR_18_1","7","27","1","GDR_18_1_R7N27",2017,NA,NA
NA,NA,"GDR_18_1","7","27","2","GDR_18_1_R7N27",2017,NA,NA
NA,NA,"GDR_18_1","7","27","3","GDR_18_1_R7N27",2017,NA,NA
NA,NA,"GDR_18_1","7","28","1","GDR_18_1_R7N28",2017,NA,NA
NA,NA,"GDR_18_1","7","28","2","GDR_18_1_R7N28",2017,NA,NA
NA,NA,"GDR_18_1","7","28","3","GDR_18_1_R7N28",2017,NA,NA
NA,NA,"GDR_18_1","7","29","1","GDR_18_1_R7N29",2017,NA,NA
NA,NA,"GDR_18_1","7","29","2","GDR_18_1_R7N29",2017,NA,NA
NA,NA,"GDR_18_1","7","29","3","GDR_18_1_R7N29",2017,NA,NA
"FBR3N90","gxr","GDR_18_1","7","3","1","GDR_18_1_R7N3",2017,1,0.013274336
"FBR3N90","gxr","GDR_18_1","7","3","2","GDR_18_1_R7N3",2017,1,0.009491525
"FBR3N90","gxr","GDR_18_1","7","3","3","GDR_18_1_R7N3",2017,1,0.013821138
NA,NA,"GDR_18_1","7","30","1","GDR_18_1_R7N30",2017,NA,NA
NA,NA,"GDR_18_1","7","30","2","GDR_18_1_R7N30",2017,NA,NA
NA,NA,"GDR_18_1","7","30","3","GDR_18_1_R7N30",2017,NA,NA
NA,NA,"GDR_18_1","7","31","1","GDR_18_1_R7N31",2017,NA,NA
NA,NA,"GDR_18_1","7","31","2","GDR_18_1_R7N31",2017,NA,NA
NA,NA,"GDR_18_1","7","31","3","GDR_18_1_R7N31",2017,NA,NA
NA,NA,"GDR_18_1","7","32","1","GDR_18_1_R7N32",2017,NA,NA
NA,NA,"GDR_18_1","7","32","2","GDR_18_1_R7N32",2017,NA,NA
NA,NA,"GDR_18_1","7","32","3","GDR_18_1_R7N32",2017,NA,NA
NA,NA,"GDR_18_1","7","33","1","GDR_18_1_R7N33",2017,NA,NA
NA,NA,"GDR_18_1","7","33","2","GDR_18_1_R7N33",2017,NA,NA
NA,NA,"GDR_18_1","7","33","3","GDR_18_1_R7N33",2017,NA,NA
NA,NA,"GDR_18_1","7","34","1","GDR_18_1_R7N34",2017,NA,NA
NA,NA,"GDR_18_1","7","34","2","GDR_18_1_R7N34",2017,NA,NA
NA,NA,"GDR_18_1","7","34","3","GDR_18_1_R7N34",2017,NA,NA
NA,NA,"GDR_18_1","7","35","1","GDR_18_1_R7N35",2017,NA,NA
NA,NA,"GDR_18_1","7","35","2","GDR_18_1_R7N35",2017,NA,NA
NA,NA,"GDR_18_1","7","35","3","GDR_18_1_R7N35",2017,NA,NA
NA,NA,"GDR_18_1","7","36","1","GDR_18_1_R7N36",2017,NA,NA
NA,NA,"GDR_18_1","7","36","2","GDR_18_1_R7N36",2017,NA,NA
NA,NA,"GDR_18_1","7","36","3","GDR_18_1_R7N36",2017,NA,NA
NA,NA,"GDR_18_1","7","37","1","GDR_18_1_R7N37",2017,NA,NA
NA,NA,"GDR_18_1","7","37","2","GDR_18_1_R7N37",2017,NA,NA
NA,NA,"GDR_18_1","7","37","3","GDR_18_1_R7N37",2017,NA,NA
NA,NA,"GDR_18_1","7","38","1","GDR_18_1_R7N38",2017,NA,NA
NA,NA,"GDR_18_1","7","38","2","GDR_18_1_R7N38",2017,NA,NA
NA,NA,"GDR_18_1","7","38","3","GDR_18_1_R7N38",2017,NA,NA
NA,NA,"GDR_18_1","7","39","1","GDR_18_1_R7N39",2017,NA,NA
NA,NA,"GDR_18_1","7","39","2","GDR_18_1_R7N39",2017,NA,NA
NA,NA,"GDR_18_1","7","39","3","GDR_18_1_R7N39",2017,NA,NA
NA,NA,"GDR_18_1","7","4","1","GDR_18_1_R7N4",2017,NA,NA
NA,NA,"GDR_18_1","7","4","2","GDR_18_1_R7N4",2017,NA,NA
NA,NA,"GDR_18_1","7","4","3","GDR_18_1_R7N4",2017,NA,NA
NA,NA,"GDR_18_1","7","40","1","GDR_18_1_R7N40",2017,NA,NA
NA,NA,"GDR_18_1","7","40","2","GDR_18_1_R7N40",2017,NA,NA
NA,NA,"GDR_18_1","7","40","3","GDR_18_1_R7N40",2017,NA,NA
NA,NA,"GDR_18_1","7","41","1","GDR_18_1_R7N41",2017,NA,NA
NA,NA,"GDR_18_1","7","41","2","GDR_18_1_R7N41",2017,NA,NA
NA,NA,"GDR_18_1","7","41","3","GDR_18_1_R7N41",2017,NA,NA
NA,NA,"GDR_18_1","7","42","1","GDR_18_1_R7N42",2017,NA,NA
NA,NA,"GDR_18_1","7","42","2","GDR_18_1_R7N42",2017,NA,NA
NA,NA,"GDR_18_1","7","42","3","GDR_18_1_R7N42",2017,NA,NA
NA,NA,"GDR_18_1","7","43","1","GDR_18_1_R7N43",2017,NA,NA
NA,NA,"GDR_18_1","7","43","2","GDR_18_1_R7N43",2017,NA,NA
NA,NA,"GDR_18_1","7","43","3","GDR_18_1_R7N43",2017,NA,NA
NA,NA,"GDR_18_1","7","44","1","GDR_18_1_R7N44",2017,NA,NA
NA,NA,"GDR_18_1","7","44","2","GDR_18_1_R7N44",2017,NA,NA
NA,NA,"GDR_18_1","7","44","3","GDR_18_1_R7N44",2017,NA,NA
NA,NA,"GDR_18_1","7","45","1","GDR_18_1_R7N45",2017,NA,NA
NA,NA,"GDR_18_1","7","45","2","GDR_18_1_R7N45",2017,NA,NA
NA,NA,"GDR_18_1","7","45","3","GDR_18_1_R7N45",2017,NA,NA
NA,NA,"GDR_18_1","7","46","1","GDR_18_1_R7N46",2017,NA,NA
NA,NA,"GDR_18_1","7","46","2","GDR_18_1_R7N46",2017,NA,NA
NA,NA,"GDR_18_1","7","46","3","GDR_18_1_R7N46",2017,NA,NA
NA,NA,"GDR_18_1","7","47","1","GDR_18_1_R7N47",2017,NA,NA
NA,NA,"GDR_18_1","7","47","2","GDR_18_1_R7N47",2017,NA,NA
NA,NA,"GDR_18_1","7","47","3","GDR_18_1_R7N47",2017,NA,NA
NA,NA,"GDR_18_1","7","48","1","GDR_18_1_R7N48",2017,NA,NA
NA,NA,"GDR_18_1","7","48","2","GDR_18_1_R7N48",2017,NA,NA
NA,NA,"GDR_18_1","7","48","3","GDR_18_1_R7N48",2017,NA,NA
NA,NA,"GDR_18_1","7","49","1","GDR_18_1_R7N49",2017,NA,NA
NA,NA,"GDR_18_1","7","49","2","GDR_18_1_R7N49",2017,NA,NA
NA,NA,"GDR_18_1","7","49","3","GDR_18_1_R7N49",2017,NA,NA
NA,NA,"GDR_18_1","7","5","1","GDR_18_1_R7N5",2017,NA,NA
NA,NA,"GDR_18_1","7","5","2","GDR_18_1_R7N5",2017,NA,NA
NA,NA,"GDR_18_1","7","5","3","GDR_18_1_R7N5",2017,NA,NA
NA,NA,"GDR_18_1","7","50","1","GDR_18_1_R7N50",2017,NA,NA
NA,NA,"GDR_18_1","7","50","2","GDR_18_1_R7N50",2017,NA,NA
NA,NA,"GDR_18_1","7","50","3","GDR_18_1_R7N50",2017,NA,NA
"FBR3N93","gxr","GDR_18_1","7","6","1","GDR_18_1_R7N6",2017,1,0.009473684
